,,クモハ100,,クモハ101,,モハ100,,モハ101,,,
,,クハ100,,クハ101,,サハ100,,サハ101,,,
所属,,車番,新製年月日,製造所,配置区,,転属年月日,新区,廃車年月日,,
,,,改造年月日,改造所,配置区,改造前車番,,,改造年月日,改造後車番,
クモハ100,,,,,,,,,,,
国,○,モハ100-97,1961.07.20,近畿車両,森ノ宮,,1962.03.04,淀川,1984.06.22,,
,,,,,,,1963.12.04,森ノ宮,,,
,,,,,,,1976.07.18,淀川,,,
国,○,モハ100-98,1961.08.08,近畿車両,淀川,,,,1983.02.24,,
国,○,モハ100-99,1961.10.17,近畿車両,淀川,,1982.12.29,日根野,1985.01.11,,
国,○,モハ100-100,1961.10.25,近畿車両,淀川,,,,1985.06.01,,
国,○,モハ100-101,1961.11.18,川崎車両,池袋,,1965.09.29,中野,1984.02.22,,
国,○,モハ100-102,1961.11.18,川崎車両,池袋,,1978.02.02,中原,1985.08.15,,
,,,,,,,1979.12.11,津田沼,,,
国,○,モハ100-103,1961.11.18,川崎車両,池袋,,1978.02.09,中原,1986.01.14,,
,,,,,,,1979.12.11,津田沼,,,
国,○,モハ100-104,1961.11.18,川崎車両,池袋,,1964.08.03,津田沼,1986.01.11,,
,,,,,,,1981.12.22,中野,,,
国,○,モハ100-105,1962.03.10,日本車両,武蔵小金井,,1982.04.17,中野,1983.03.09,,
国,○,モハ100-106,1962.03.10,日本車両,池袋,,1964.06.14,中野,1983.02.28,,
,,,,,,,1971.03.24,浦和,,,
,,,,,,,1977.04.09,豊田,,,
,,,,,,,1977.10.08,三鷹,,,
,,,,,,,1977.12.22,中原,,,
国,東,モハ100-107,1962.03.24,日本車両,池袋,,1965.04.24,津田沼,1989.08.17,,
,,,,,,,1986.09.01,習志野,,,
国,○,モハ100-108,1962.03.24,日本車両,池袋,,1969.04.04,中野,1981.12.01,,
国,○,モハ100-109,1962.03.07,近畿車両,武蔵小金井,,,,1985.02.28,,
国,○,モハ100-110,1962.03.08,近畿車両,池袋,,1965.05.07,津田沼,1982.03.06,,
,,,,,,,1972.09.12,中野,,,
国,東,モハ100-111,1962.03.17,近畿車両,池袋,,1965.05.13,津田沼,1990.02.06,,
,,,,,,,1986.09.01,習志野,,,
国,○,モハ100-112,1962.03.31,近畿車両,池袋,,1966.07.31,津田沼,1985.11.01,,
国,○,モハ100-113,1962.04.10,日本車両,池袋,,1965.06.05,津田沼,1984.04.18,,
,,,,,,,1982.03.26,武蔵小金井,,,
国,○,モハ100-114,1962.04.28,日本車両,池袋,,1978.01.26,中原,1987.03.31,,
,,,,,,,1980.01.12,弁天橋,,,
,,,,,,,1985.03.26,津田沼,,,
,,,,,,,1986.09.01,習志野,,,
国,○,モハ100-115,1962.04.28,日本車両,池袋,,1964.09.28,武蔵小金井,1983.11.17,,
国,○,モハ100-116,1962.05.08,日本車両,池袋,,1964.11.19,中野,1984.08.30,,
,,,,,,,1982.09.01,日根野,,,
国,○,モハ100-117,1962.05.08,日本車両,池袋,,1968.09.28,津田沼,1986.01.14,,
国,○,モハ100-118,1962.07.25,日本車両,池袋,,1978.02.16,中原,1983.01.25,,
,,,,,,,1980.12.10,中野,,,
国,○,モハ100-119,1962.07.25,日本車両,池袋,,1964.09.28,中野,1983.03.28,,
,,,,,,,1972.09.13,中原,,,
国,○,モハ100-120,1962.07.31,日本車両,池袋,,1964.09.17,津田沼,1982.07.20,,
国,○,モハ100-121,1962.07.31,日本車両,池袋,,1965.04.19,津田沼,1982.09.22,,
,,,,,,,1972.10.01,中原,,,
国,○,モハ100-122,1962.08.16,日本車両,池袋,,1964.10.01,津田沼,1984.12.15,,
国,○,モハ100-123,1962.08.16,日本車両,池袋,,1965.06.30,中野,1984.02.22,,
国,○,モハ100-124,1962.08.25,日本車両,池袋,,1978.02.09,中原,1986.12.03,,
国,○,モハ100-125,1962.08.25,日本車両,池袋,,1964.05.17,中原,1984.08.30,,
,,,,,,,1982.09.17,日根野,,,
国,○,モハ100-126,1962.08.25,日本車両,池袋,,1964.11.19,中野,1983.02.09,,
国,○,モハ100-127,1964.09.07,日本車両,池袋,,1965.09.04,中野,1985.01.10,,
国,○,モハ100-128,1962.09.07,日本車両,池袋,,1965.05.08,津田沼,1982.02.12,,
国,○,モハ100-129,1962.09.07,日本車両,池袋,,1965.09.16,中野,1983.03.18,,
国,東,モハ100-130,1962.09.19,日本車両,池袋,,1966.08.16,津田沼,1990.02.06,,
,,,,,,,1972.09.12,中原,,,
国,○,モハ100-131,1962.09.19,日本車両,池袋,,1965.05.18,津田沼,1983.02.07,,
,,,,,,,1972.10.01,中原,,,
国,○,モハ100-132,1962.09.19,日本車両,池袋,,1964.06.14,中野,1983.06.24,クモユニ147-5,
国,○,モハ100-133,1962.09.27,日本車両,池袋,,1969.03.23,津田沼,1985.08.15,,
国,○,モハ100-134,1962.09.27,日本車両,池袋,,1964.05.17,中野,1983.01.25,,
国,○,モハ100-135,1962.09.27,日本車両,池袋,,1964.09.17,津田沼,1982.01.14,,
国,○,モハ100-136,1962.08.31,近畿車両,池袋,,1964.11.01,中野,1984.06.06,クモヤ145-116,
国,○,モハ100-137,1962.08.31,近畿車両,池袋,,1964.10.01,津田沼,1982.04.19,,
国,○,モハ100-138,1962.09.18,近畿車両,池袋,,1964.09.28,中野,1985.01.10,,
国,○,モハ100-139,1962.09.18,近畿車両,池袋,,1964.05.17,中野,1984.08.01,,
国,○,モハ100-140,1962.09.18,近畿車両,池袋,,1965.09.26,中野,1985.03.22,,
国,○,モハ100-141,1962.10.12,日本車両,三鷹,,1972.10.02,武蔵小金井,1982.05.25,,
国,○,モハ100-142,1962.10.12,日本車両,三鷹,,1970.11.25,浦和,1983.03.28,,
,,,,,,,1978.06.17,中原,,,
国,○,モハ100-143,1962.10.12,日本車両,三鷹,,1969.04.08,中野,1983.11.07,,
国,○,モハ100-144,1962.10.19,日本車両,三鷹,,1972.10.02,武蔵小金井,1982.02.05,,
国,○,モハ100-145,1962.10.19,日本車両,三鷹,,1970.11.20,浦和,1982.11.18,,
,,,,,,,1978.06.10,中野,,,
国,○,モハ100-146,1962.10.19,日本車両,三鷹,,1969.04.08,豊田,1983.06.24,,
,,,,,,,1979.05.17,武蔵小金井,,,
,,,,,,,1982.09.20,日根野,,,
国,○,モハ100-147,1962.10.25,日本車両,武蔵小金井,,,,1982.02.26,,
国,○,モハ100-148,1962.10.25,日本車両,三鷹,,1963.10.01,武蔵小金井,1983.03.25,,
国,○,モハ100-149,1962.12.14,日本車両,品川,,1967.03.25,池袋,1983.08.10,,
,,,,,,,1969.04.04,中野,,,
国,○,モハ100-150,1962.10.12,汽車会社,池袋,,1964.12.03,中野,1984.09.10,,
,,,,,,,1982.09.17,日根野,,,
国,○,モハ100-151,1962.10.12,汽車会社,池袋,,1964.08.04,津田沼,1983.01.20,クモヤ145-111,
国,○,モハ100-152,1962.10.12,汽車会社,池袋,,1965.09.23,中野,1982.11.27,,
国,○,モハ100-153,1962.10.25,汽車会社,池袋,,1968.09.28,津田沼,1986.06.10,,
,,,,,,,1971.03.22,浦和,,,
,,,,,,,1975.12.13,中原,,,
国,○,モハ100-154,1962.10.25,汽車会社,池袋,,1965.09.29,中野,1984.12.15,,
国,○,モハ100-155,1962.10.25,汽車会社,池袋,,1964.07.28,津田沼,1983.12.26,,
,,,,,,,1966.04.28,中野,,,
国,○,モハ100-156,1962.10.25,汽車会社,池袋,,1964.06.18,津田沼,1982.11.27,,
,,,,,,,1966.04.28,中野,,,
国,東,モハ100-157,1962.11.16,汽車会社,品川,,1967.12.26,池袋,1989.02.16,,
,,,,,,,1969.03.16,津田沼,,,
,,,,,,,1972.09.19,中原,,,
国,○,モハ100-158,1962.11.16,汽車会社,品川,,1967.11.26,津田沼,1985.03.16,,
,,,,,,,1982.08.19,日根野,,,
国,○,モハ100-159,1962.11.29,汽車会社,品川,,1969.03.30,津田沼,1981.10.29,,
国,○,モハ100-160,1962.11.29,汽車会社,品川,,1967.11.08,津田沼,1981.11.27,,
国,○,モハ100-161,1962.11.29,汽車会社,品川,,1969.03.05,津田沼,1983.01.20,クモヤ145-110,
国,○,モハ100-162,1962.10.13,川崎車両,池袋,,1964.06.18,津田沼,1982.03.01,,
国,東,モハ100-163,1962.10.21,川崎車両,池袋,,1978.02.02,中原,1990.05.07,,
国,○,モハ100-164,1962.10.21,川崎車両,池袋,,1965.05.13,津田沼,1983.02.07,,
,,,,,,,1982.07.04,中原,,,
国,○,モハ100-165,1962.11.01,川崎車両,品川,,1969.11.01,津田沼,1986.12.03,,
,,,,,,,1979.11.15,弁天橋,,,
国,○,モハ100-166,1962.11.01,川崎車両,池袋,,1965.06.05,津田沼,1983.02.09,,
,,,,,,,1966.04.28,中野,,,
国,○,モハ100-167,1962.11.01,川崎車両,池袋,,1964.07.28,津田沼,1982.03.16,,
国,○,モハ100-168,1962.11.08,川崎車両,品川,,1967.11.17,津田沼,1985.03.22,,
国,東,モハ100-169,1962.11.08,川崎車両,品川,,1967.10.31,津田沼,1990.05.07,,
,,,,,,,1982.07.04,中原,,,
国,東,モハ100-170,1962.11.16,川崎車両,品川,,1967.10.31,津田沼,1990.02.28,,
,,,,,,,1986.09.01,習志野,,,
国,○,モハ100-171,1962.11.16,川崎車両,品川,,1969.03.15,津田沼,1982.02.26,,
,,,,,,,1979.03.30,中野,,,
国,○,モハ100-172,1962.11.28,川崎車両,品川,,1967.11.08,津田沼,1982.12.25,,
国,○,モハ100-173,1962.11.28,川崎車両,品川,,1967.12.21,津田沼,1983.02.08,,
国,○,モハ100-174,1962.12.07,川崎車両,品川,,1967.12.21,津田沼,1983.02.25,,
国,○,モハ100-175,1962.12.07,川崎車両,品川,,1967.12.27,津田沼,1978.03.02,,
,,,,,,,1979.04.06,中野,,,
国,○,モハ100-176,1962.12.07,川崎車両,品川,,1967.11.17,津田沼,1983.12.05,,
,,,,,,,1979.12.18,中原,,,
国,○,モハ100-177,1962.10.22,近畿車両,池袋,,1964.11.09,津田沼,1983.06.15,,
,,,,,,,1966.04.28,中野,,,
国,○,モハ100-178,1962.10.22,近畿車両,池袋,,1978.01.26,中原,1984.12.25,,
,,,,,,,1982.09.23,日根野,,,
国,東,モハ100-179,1962.10.22,近畿車両,池袋,,1978.02.16,中原,1989.02.16,,
国,○,モハ100-180,1962.10.22,近畿車両,池袋,,1965.04.24,津田沼,1982.12.25,,
国,○,モハ100-181,1962.10.30,近畿車両,池袋,,1964.09.28,武蔵小金井,1982.04.30,クモヤ145-103,
,,,,,,,1966.12.12,豊田,,,
国,○,モハ100-182,1962.10.30,近畿車両,池袋,,1965.09.04,中野,1983.09.16,,
国,○,モハ100-183,1962.10.29,近畿車両,品川,,1969.04.02,津田沼,1982.03.04,,
国,○,モハ100-184,1962.12.17,近畿車両,品川,,1967.04.22,池袋,1976.11.18,モハ100-1015,
,,,,,,,1969.04.01,中野,,,
,,,,,,,1976.11.18,武蔵小金井,,,
国,○,モハ100-185,1963.01.11,近畿車両,品川,,1969.03.26,津田沼,1986.09.25,,
,,,,,,,1979.11.15,弁天橋,,,
,,,,,,,1985.03.26,津田沼,,,
国,○,モハ100-186,1963.01.11,近畿車両,品川,,1969.03.26,津田沼,1985.02.28,,
,,,,,,,1979.02.21,中野,,,
国,東,モハ100-187,1963.02.22,日本車両,下十条,,1963.10.01,品川,1990.05.07,,
,,,,,,,1969.03.21,津田沼,,,
,,,,,,,1979.12.14,弁天橋,,,
,,,,,,,1988.02.01,中原,,,
国,東,モハ100-188,1963.04.05,日本車両,下十条,,1963.10.01,品川,1990.02.06,,
,,,,,,,1969.03.15,津田沼,,,
,,,,,,,1979.11.23,弁天橋,,,
,,,,,,,1988.02.01,中原,,,
国,○,モハ100-189,1963.04.05,日本車両,下十条,,1963.10.01,品川,1981.03.20,クモヤ145-9,
,,,,,,,1967.11.26,津田沼,,,
国,東,モハ100-190,1963.06.22,日本車両,下十条,,1963.10.01,品川,1991.04.01,,
,,,,,,,1967.04.02,池袋,,,
,,,,,,,1978.03.17,中原,,,
国,東,モハ100-191,1963.01.11,汽車会社,品川,,1964.10.10,津田沼,1989.09.07,,
,,,,,,,1982.02.05,弁天橋,,,
,,,,,,,1988.02.01,中原,,,
国,東,モハ100-192,1963.01.11,汽車会社,品川,,1967.12.21,津田沼,1988.06.16,,
,,,,,,,1986.09.01,習志野,,,
国,○,モハ100-193,1963.01.11,汽車会社,品川,,1967.04.22,池袋,1985.02.28,,
,,,,,,,1967.12.03,品川,,,
,,,,,,,1969.04.04,津田沼,,,
国,○,モハ100-194,1963.01.29,汽車会社,品川,,1967.12.19,森ノ宮,1984.06.01,,
,,,,,,,1976.07.21,淀川,,,
国,○,モハ100-195,1963.01.29,汽車会社,品川,,1967.04.02,池袋,1980.03.21,,
,,,,,,,1969.03.16,津田沼,,,
国,東,モハ100-196,1963.01.29,汽車会社,品川,,1967.04.22,池袋,1991.09.10,,
,,,,,,,1978.03.17,中原,,,
国,○,モハ100-197,1963.01.29,汽車会社,品川,,1967.03.29,池袋,1982.09.06,,
,,,,,,,1969.03.06,津田沼,,,
,,,,,,,1975.07.26,武蔵小金井,,,
国,○,モハ100-198,1963.02.13,汽車会社,下十条,,1963.10.01,品川,1982.12.22,,
,,,,,,,1969.03.05,津田沼,,,
,,,,,,,1972.09.23,中原,,,
国,西,モハ100-199,1963.02.13,汽車会社,下十条,,1963.10.01,品川,1992.02.29,,
,,,,,,,1969.03.21,津田沼,,,
,,,,,,,1986.05.24,淀川,,,
,,,,,,,1989.06.19,森ノ宮,,,
国,東,モハ100-200,1963.06.20,汽車会社,下十条,,1963.10.01,品川,1989.09.26,,
,,,,,,,1964.09.02,津田沼,,,
,,,,,,,1979.12.14,弁天橋,,,
,,,,,,,1985.03.19,津田沼,,,
,,,,,,,1986.07.18,弁天橋,,,
,,,,,,,1988.02.01,中原,,,
国,○,モハ100-201,1963.06.20,汽車会社,下十条,,1963.10.01,品川,1983.01.21,,
,,,,,,,1967.03.25,池袋,,,
,,,,,,,1969.04.01,中野,,,
国,○,モハ100-202,1963.02.08,川崎車両,品川,,1964.10.28,中野,1985.02.28,,
国,東,モハ100-203,1963.02.08,川崎車両,品川,,1969.03.30,津田沼,1990.05.08,,
,,,,,,,1986.09.01,習志野,,,
国,○,モハ100-204,1963.02.08,川崎車両,品川,,1969.04.04,津田沼,1985.10.31,,
国,東,モハ100-205,1963.06.21,川崎車両,下十条,,1963.10.01,品川,1989.09.07,,
,,,,,,,1964.10.29,津田沼,,,
,,,,,,,1979.11.15,弁天橋,,,
,,,,,,,1988.02.01,中原,,,
国,東,モハ100-206,1963.06.21,川崎車両,下十条,,1963.10.01,品川,1990.02.06,,
,,,,,,,1964.11.08,津田沼,,,
,,,,,,,1986.09.01,習志野,,,
国,東,モハ100-207,1963.02.19,近畿車両,下十条,,1963.10.01,品川,1991.01.28,,
,,,,,,,1964.11.03,津田沼,,,
,,,,,,,1972.07.29,豊田,,,
,,,,,,,1980.06.27,中原,,,
国,東,モハ100-208,1963.02.19,近畿車両,品川,,1964.10.10,津田沼,1989.09.07,,
,,,,,,,1979.05.03,中原,,,
国,○,モハ100-209,1963.02.19,近畿車両,品川,,1964.11.01,津田沼,1983.11.07,,
,,,,,,,1979.09.15,中野,,,
国,○,モハ100-210,1963.02.19,近畿車両,下十条,,1963.10.01,品川,1985.03.22,,
,,,,,,,1964.11.03,津田沼,,,
国,○,モハ100-211,1963.06.18,近畿車両,下十条,,1963.10.01,品川,1983.04.27,,
,,,,,,,1964.10.10,津田沼,,,
,,,,,,,1979.11.23,弁天橋,,,
国,○,モハ100-212,1963.06.18,近畿車両,下十条,,1963.10.01,品川,1983.12.10,,
,,,,,,,1964.10.27,中野,,,
国,○,モハ100-213,1963.08.29,日本車両,下十条,,1963.10.01,品川,1984.02.28,,
,,,,,,,1964.09.02,津田沼,,,
,,,,,,,1966.04.28,中野,,,
国,○,モハ100-214,1963.09.14,日本車両,津田沼,,1972.12.29,豊田,1984.03.30,,
,,,,,,,1981.09.01,武蔵小金井,,,
国,○,モハ100-215,1963.09.10,日本車両,津田沼,,,,1980.10.31,クモヤ145-2,
国,東,モハ100-216,1963.07.19,川崎車両,津田沼,,1979.12.14,弁天橋,1990.05.08,,
,,,,,,,1985.03.27,津田沼,,,
,,,,,,,1986.06.18,弁天橋,,,
,,,,,,,1988.02.01,中原,,,
国,○,モハ100-217,1963.07.19,川崎車両,津田沼,,1982.01.27,中原,1986.06.10,,
国,東,モハ100-218,1963.07.31,川崎車両,下十条,,1963.10.01,品川,1988.06.16,,
,,,,,,,1964.11.01,津田沼,,,
,,,,,,,1980.01.11,弁天橋,,,
,,,,,,,1985.06.18,津田沼,,,
,,,,,,,1986.09.01,習志野,,,
国,○,モハ100-219,1963.07.31,川崎車両,下十条,,1963.10.01,品川,1983.12.26,,
,,,,,,,1964.11.16,中野,,,
国,○,モハ100-220,1963.08.30,川崎車両,津田沼,,,,1983.04.19,,
国,○,モハ100-221,1963.08.30,川崎車両,津田沼,,1966.04.28,中野,1984.03.21,,
国,東,モハ100-222,1963.09.13,川崎車両,津田沼,,1972.08.12,豊田,1992.06.01,,
,,,,,,,1980.05.23,中原,,,
国,○,モハ100-223,1963.09.13,川崎車両,津田沼,,,,1983.02.25,,
国,東,モハ100-224,1963.09.13,川崎車両,津田沼,,1986.09.01,習志野,1990.05.08,,
国,東,モハ100-225,1963.08.01,汽車会社,下十条,,1963.10.01,品川,1991.04.01,,
,,,,,,,1964.11.16,中野,,,
,,,,,,,1979.02.08,中原,,,
国,○,モハ100-226,1963.08.13,汽車会社,下十条,,1963.10.01,品川,1983.03.15,,
,,,,,,,1964.10.29,津田沼,,,
国,東,モハ100-227,1963.08.23,汽車会社,下十条,,1963.10.01,品川,1991.10.14,,
,,,,,,,1964.10.27,中野,,,
,,,,,,,1979.05.26,中原,,,
国,○,モハ100-228,1963.09.05,汽車会社,津田沼,,1979.07.13,淀川,1984.05.25,,
国,西,モハ100-229,1963.09.05,汽車会社,津田沼,,1986.05.24,淀川,1991.03.31,,
,,,,,,,1989.06.11,森ノ宮,,,
国,○,モハ100-230,1963.09.18,近畿車両,津田沼,,1979.03.07,中原,1982.12.22,,
国,東,モハ100-231,1963.09.18,近畿車両,品川,,1964.10.28,中野,1990.05.08,,
,,,,,,,1985.03.02,津田沼,,,
,,,,,,,1986.09.01,習志野,,,
,,,,,,,1988.03.19,中原,,,
国,○,モハ100-232,1963.09.18,近畿車両,品川,,1964.11.08,津田沼,1986.06.11,,
,,,,,,,1980.01.19,弁天橋,,,
国,東,モハ100-233,1963.09.18,近畿車両,品川,,1967.03.29,池袋,1989.06.06,,
,,,,,,,1969.03.23,津田沼,,,
,,,,,,,1979.11.02,弁天橋,,,
,,,,,,,1988.02.01,中原,,,
国,○,モハ100-234,1963.10.11,川崎車両,品川,,1964.10.10,津田沼,1983.03.15,,
国,○,モハ100-235,1963.10.20,川崎車両,池袋,,1964.11.09,津田沼,1981.03.28,クル144-13,
国,○,モハ100-236,1963.10.11,川崎車両,武蔵小金井,,,,1983.08.22,,
国,東,モハ100-237,1963.10.16,汽車会社,津田沼,,1979.06.01,中原,1991.10.14,,
国,東,モハ100-238,1963.10.25,汽車会社,津田沼,,1979.04.03,中原,1989.06.06,,
国,東,モハ100-239,1963.10.25,汽車会社,津田沼,,1970.12.01,浦和,1990.10.01,,
,,,,,,,1975.12.24,中原,,,
国,東,モハ100-240,1963.11.13,汽車会社,津田沼,,1970.12.01,浦和,1990.08.28,,
,,,,,,,1975.12.13,中原,,,
国,○,モハ100-241,1963.11.13,汽車会社,津田沼,,,,1981.03.20,クル144-12,
国,○,モハ100-242,1963.11.12,川崎車両,中野,,,,1983.01.21,,
国,東,モハ100-243,1963.11.12,川崎車両,中野,,1980.12.10,中原,1989.02.16,,
国,東,モハ100-244,1963.11.20,川崎車両,津田沼,,1979.04.03,中原,1991.09.10,,
国,東,モハ100-245,1963.11.20,川崎車両,津田沼,,1986.09.01,習志野,1990.02.28,,
国,○,モハ100-246,1963.12.12,汽車会社,中野,,,,1984.03.21,,
国,東,モハ100-247,1963.12.12,汽車会社,中野,,1985.03.31,津田沼,1990.02.06,,
,,,,,,,1986.09.01,習志野,,,
,,,,,,,1988.06.25,中原,,,
国,東,モハ100-248,1963.12.23,汽車会社,中野,,1985.03.31,津田沼,1990.03.30,,
,,,,,,,1986.09.01,習志野,,,
,,,,,,,1988.06.28,中原,,,
国,東,モハ100-249,1963.12.23,汽車会社,中野,,1979.05.26,中原,1991.04.01,,
国,○,モハ100-250,1963.12.23,汽車会社,中野,,1983.10.30,中原,1986.10.04,,
国,東,モハ100-251,1966.01.17,日本車両,武蔵小金井,,1976.12.02,豊田,1991.04.01,,
,,,,,,,1980.09.13,中原,,,
国,東,モハ100-252,1966.01.17,日本車両,武蔵小金井,,1976.04.02,豊田,1990.10.01,,
,,,,,,,1980.09.10,中原,,,
国,東,モハ100-253,1966.02.17,日本車両,武蔵小金井,,1972.07.11,豊田,1991.07.29,,
,,,,,,,1981.10.08,中原,,,
国,東,モハ100-254,1966.02.17,日本車両,武蔵小金井,,1972.07.29,豊田,1991.05.24,,
,,,,,,,1981.09.30,中原,,,
国,東,モハ100-255,1965.11.20,川崎車両,森ノ宮,,1976.10.24,淀川,1989.02.16,,
,,,,,,,1985.04.26,津田沼,,,
,,,,,,,1986.09.01,習志野,,,
,,,,,,,1988.03.20,中原,,,
国,東,モハ100-256,1965.11.27,川崎車両,森ノ宮,,1978.03.15,淀川,1989.02.16,,
,,,,,,,1984.11.01,津田沼,,,
,,,,,,,1986.09.01,習志野,,,
国,西,モハ100-257,1965.11.27,川崎車両,森ノ宮,,1977.03.15,淀川,1992.02.29,,
,,,,,,,1989.06.19,森ノ宮,,,
国,○,モハ100-258,1965.12.08,川崎車両,森ノ宮,,1977.03.15,淀川,1987.02.24,,
国,西,モハ100-259,1965.12.08,川崎車両,森ノ宮,,1976.04.02,淀川,1991.12.01,,
,,,,,,,1989.06.11,森ノ宮,,,
国,東,モハ100-260,1966.07.21,汽車会社,武蔵小金井,,1966.12.12,豊田,1992.07.01,,
,,,,,,,1980.08.09,中原,,,
国,東,モハ100-261,1966.07.21,汽車会社,武蔵小金井,,1966.12.12,豊田,1991.09.10,,
,,,,,,,1981.08.28,中原,,,
国,東,モハ100-262,1966.07.29,汽車会社,武蔵小金井,,1966.12.12,豊田,1992.07.01,,
,,,,,,,1980.08.09,中原,,,
国,東,モハ100-263,1966.07.29,汽車会社,武蔵小金井,,1966.12.12,豊田,1992.04.02,,
,,,,,,,1981.08.25,中原,,,
国,○,モハ100-801,1961.12.09,川崎車両,三鷹,,1966.12.12,武蔵小金井,1984.09.29,,
国,○,モハ100-802,1961.12.09,川崎車両,三鷹,,1966.12.12,武蔵小金井,1984.01.05,,
国,○,モハ100-803,1961.12.05,川崎車両,三鷹,,1966.12.12,武蔵小金井,1983.07.21,,
国,○,モハ100-804,1961.12.05,川崎車両,三鷹,,1966.12.12,武蔵小金井,1984.07.08,,
国,○,モハ100-805,1961.12.09,川崎車両,三鷹,,1966.12.12,武蔵小金井,1983.10.12,,
国,○,モハ100-806,1961.12.09,川崎車両,三鷹,,1966.12.12,武蔵小金井,1983.11.09,クモヤ145-601,
国,○,モハ100-807,1965.07.26,川崎車両,三鷹,,1966.12.12,武蔵小金井,1986.06.11,,
,,,,,,,1985.03.23,弁天橋,,,
国,東,モハ100-808,1965.07.26,川崎車両,三鷹,,1966.12.12,武蔵小金井,1991.04.01,,
,,,,,,,1984.05.23,津田沼,,,
,,,,,,,1985.03.26,弁天橋,,,
,,,,,,,1988.02.01,中原,,,
国,東,モハ100-809,1965.08.05,川崎車両,三鷹,,1966.12.12,武蔵小金井,1990.12.01,,
,,,,,,,1985.03.16,弁天橋,,,
,,,,,,,1988.02.01,中原,,,
国,東,モハ100-810,1965.08.05,川崎車両,三鷹,,1966.12.12,武蔵小金井,1991.02.08,,
,,,,,,,1985.03.19,弁天橋,,,
,,,,,,,1988.02.01,中原,,,
国,○,モハ100-811,1965.08.05,川崎車両,三鷹,,1966.12.12,武蔵小金井,1984.07.20,クモヤ145-118,
国,○,モハ100-901,1959.06.01,（改番）,三鷹,モハ90002,1969.04.08,豊田,1979.05.23,,
,,,,,,,1972.09.29,中原,,,
国,○,モハ100-902,1959.06.01,（改番）,三鷹,モハ90004,1978.03.10,中原,1980.06.02,,
国,○,モハ100-903,1959.06.01,（改番）,三鷹,モハ90006,1972.10.02,武蔵小金井,1984.09.25,,
国,○,モハ100-1001,1973.01.19,大井工場,豊田,モハ100-2,,,1986.02.17,,
国,○,モハ100-1002,1973.02.27,大井工場,豊田,モハ100-4,,,1985.05.10,,
国,○,モハ100-1003,1972.12.07,大井工場,武蔵小金井,モハ100-8,1973.01.24,豊田,1986.02.07,,
国,○,モハ100-1004,1973.03.22,大井工場,豊田,モハ100-23,,,1985.07.12,,
国,○,モハ100-1005,1973.02.03,大井工場,豊田,モハ100-32,,,1985.05.10,,
国,○,モハ100-1006,1972.12.07,大井工場,豊田,モハ100-33,,,1987.03.30,,
国,○,モハ100-1007,1973.03.14,大井工場,豊田,モハ100-37,,,1985.06.20,,
国,○,モハ100-1008,1973.01.18,大井工場,豊田,モハ100-39,,,1986.12.03,,
国,○,モハ100-1009,1972.12.13,大井工場,豊田,モハ100-53,,,1985.08.15,,
国,○,モハ100-1010,1972.11.17,大井工場,豊田,モハ100-55,,,1986.07.18,,
国,○,モハ100-1011,1972.12.27,大井工場,三鷹,モハ100-65,1973.01.27,豊田,1986.10.04,,
